id,longitude,latitude,classname,time,status,address
38504,129.4123659,36.07277923,pothole,2024-06-02 23:06:36,2,경상북도 포항시 북구 여남동
38591,129.3528984,36.02198016,pothole,2024-06-03 01:12:30,1,경상북도 포항시 북구 죽도동
38614,129.3433909,36.03252613,pothole,2024-06-03 01:30:38,2,경상북도 포항시 북구 득량동
38684,129.3863493,36.066706,pothole,2024-06-03 23:15:56,2,경상북도 포항시 북구 두호동
38810,129.3581041,36.04312871,pothole,2024-06-04 01:50:52,0,경상북도 포항시 북구 용흥동
38837,129.3525848,36.04474113,pothole,2024-06-04 02:09:45,1,경상북도 포항시 북구 용흥동
39012,129.3763615,36.052419,pothole,2024-06-13 08:22:01,1,경상북도 포항시 북구 항구동
39376,129.3480953,36.0284245,pothole,2024-06-16 14:53:04,2,경상북도 포항시 북구 학잠동
39492,129.3498432,36.02152025,pothole,2024-06-17 10:02:22,2,경상북도 포항시 북구 득량동
39574,129.3649819,36.03325446,pothole,2024-06-17 12:16:54,1,경상북도 포항시 북구 죽도동
39601,129.3556229,36.02609212,pothole,2024-06-17 12:47:49,0,경상북도 포항시 북구 죽도동
39645,129.3549981,36.02158058,pothole,2024-06-18 12:00:46,0,경상북도 포항시 북구 죽도동
39825,129.3511222,36.02292856,pothole,2024-06-24 17:55:38,0,경상북도 포항시 북구 득량동
39956,129.353281,36.02184883,pothole,2024-06-25 15:29:51,2,경상북도 포항시 북구 죽도동
40051,129.3587851,36.03597002,pothole,2024-07-12 10:05:51,2,경상북도 포항시 북구 용흥동
40248,129.3590542,36.02417657,pothole,2024-07-12 12:44:03,1,경상북도 포항시 북구 죽도동
40375,129.3585113,36.03493517,pothole,2024-07-12 17:54:11,2,경상북도 포항시 북구 용흥동
40400,129.3609509,36.02786561,pothole,2024-07-12 18:18:31,2,경상북도 포항시 북구 죽도동
40508,129.3691561,36.04986125,pothole,2024-07-12 19:15:58,2,경상북도 포항시 북구 학산동
40534,129.3480047,36.02843716,pothole,2024-07-13 05:31:08,1,경상북도 포항시 북구 학잠동
40574,129.3397345,36.0322397,pothole,2024-07-13 06:08:56,0,경상북도 포항시 북구 득량동
