id,longitude,latitude,classname,time,address
38531,129.3548282,36.02768982,vehicle,2024-06-02 23:54:10,경상북도 포항시 북구 용흥동
38532,129.3552615,36.02837968,vehicle,2024-06-02 23:54:19,경상북도 포항시 북구 용흥동
38533,129.3567861,36.02987869,vehicle,2024-06-02 23:55:33,경상북도 포항시 북구 용흥동
38540,129.3578929,36.02258932,vehicle,2024-06-03 00:01:09,경상북도 포항시 북구 죽도동
38541,129.3567853,36.02132927,vehicle,2024-06-03 00:01:30,경상북도 포항시 북구 죽도동
38542,129.3564773,36.02086636,vehicle,2024-06-03 00:01:42,경상북도 포항시 북구 죽도동
38570,129.3552124,36.02163624,vehicle,2024-06-03 00:43:00,경상북도 포항시 북구 죽도동 중흥로 195.0
38572,129.3555876,36.02253686,vehicle,2024-06-03 00:44:49,경상북도 포항시 북구 죽도동
38573,129.3561711,36.02234008,vehicle,2024-06-03 00:44:57,경상북도 포항시 북구 죽도동
38574,129.3568082,36.02200004,vehicle,2024-06-03 00:45:05,경상북도 포항시 북구 죽도동
38582,129.3547368,36.0230614,vehicle,2024-06-03 00:52:09,경상북도 포항시 북구 죽도동
38598,129.3447413,36.03051351,vehicle,2024-06-03 01:18:18,경상북도 포항시 북구 학잠동
38602,129.3435952,36.03225425,vehicle,2024-06-03 01:18:56,경상북도 포항시 북구 득량동
38606,129.3439752,36.03272229,vehicle,2024-06-03 01:19:54,경상북도 포항시 북구 학잠동
38612,129.3442083,36.03135802,vehicle,2024-06-03 01:28:37,경상북도 포항시 북구 득량동
38709,129.36996,36.05041211,vehicle,2024-06-03 23:46:31,경상북도 포항시 북구 학산동
38711,129.369686,36.05230785,vehicle,2024-06-03 23:47:08,경상북도 포항시 북구 학산동
38747,129.3693989,36.03175953,vehicle,2024-06-04 00:22:02,경상북도 포항시 북구 죽도동
38749,129.3689707,36.03210881,vehicle,2024-06-04 00:22:14,경상북도 포항시 북구 죽도동
38750,129.3682936,36.03265003,vehicle,2024-06-04 00:22:31,경상북도 포항시 북구 죽도동
38753,129.3670301,36.03115243,vehicle,2024-06-04 00:26:13,경상북도 포항시 북구 죽도동
38754,129.3672023,36.03049903,vehicle,2024-06-04 00:26:29,경상북도 포항시 북구 죽도동
38755,129.3679645,36.03029404,vehicle,2024-06-04 00:26:58,경상북도 포항시 북구 죽도동 중앙로192번길 11.0
38756,129.368638,36.03007625,vehicle,2024-06-04 00:27:10,경상북도 포항시 북구 죽도동
38764,129.366888,36.03188326,vehicle,2024-06-04 00:32:48,경상북도 포항시 북구 죽도동
38795,129.3646927,36.04224877,vehicle,2024-06-04 01:33:10,경상북도 포항시 북구 덕산동
38798,129.3653687,36.0439985,vehicle,2024-06-04 01:36:17,경상북도 포항시 북구 덕수동 중앙로 341.0
38799,129.3644732,36.04315843,vehicle,2024-06-04 01:38:08,경상북도 포항시 북구 덕수동 중앙로 341.0
38801,129.3650616,36.04295257,vehicle,2024-06-04 01:39:44,경상북도 포항시 북구 덕산동
38802,129.3656181,36.04290247,vehicle,2024-06-04 01:40:04,경상북도 포항시 북구 덕산동
38806,129.3637669,36.04206909,vehicle,2024-06-04 01:44:44,경상북도 포항시 북구 덕산동
38808,129.3641774,36.04261148,vehicle,2024-06-04 01:45:04,경상북도 포항시 북구 덕산동 서동로47번길 20.0
38809,129.3636323,36.04106799,vehicle,2024-06-04 01:46:32,경상북도 포항시 북구 덕산동
38814,129.3644538,36.04177312,vehicle,2024-06-04 01:56:25,경상북도 포항시 북구 덕산동
38835,129.3521596,36.04487804,vehicle,2024-06-04 02:09:30,경상북도 포항시 북구 용흥동
38842,129.3510646,36.04507427,vehicle,2024-06-04 02:13:01,경상북도 포항시 북구 용흥동
38870,129.3669406,36.03204299,vehicle,2024-06-10 04:54:38,경상북도 포항시 북구 죽도동 중앙로212번길 5.0
38871,129.3669854,36.03147228,vehicle,2024-06-10 04:55:07,경상북도 포항시 북구 죽도동 중앙로212번길 6.0
38872,129.3671065,36.03096453,vehicle,2024-06-10 04:55:17,경상북도 포항시 북구 죽도동
38873,129.3694595,36.03174127,vehicle,2024-06-10 05:00:22,경상북도 포항시 북구 죽도동
38874,129.3687212,36.0323534,vehicle,2024-06-10 05:00:41,경상북도 포항시 북구 죽도동
38891,129.3568288,36.03000124,vehicle,2024-06-12 00:01:18,경상북도 포항시 북구 용흥동
38892,129.3560459,36.02924532,vehicle,2024-06-12 00:01:30,경상북도 포항시 북구 용흥동
38893,129.3563962,36.02063667,vehicle,2024-06-12 00:14:09,경상북도 포항시 북구 죽도동
38894,129.3568149,36.02115342,vehicle,2024-06-12 00:14:16,경상북도 포항시 북구 죽도동
39196,129.3694862,36.03173572,vehicle,2024-06-13 14:52:12,경상북도 포항시 북구 죽도동
39199,129.3688615,36.0322146,vehicle,2024-06-13 14:52:26,경상북도 포항시 북구 죽도동
39202,129.3669143,36.0320733,vehicle,2024-06-13 14:53:18,경상북도 포항시 북구 죽도동 중앙로212번길 5.0
39204,129.3669711,36.03156506,vehicle,2024-06-13 14:53:58,경상북도 포항시 북구 죽도동 중앙로212번길 6.0
39208,129.3688693,36.02996796,vehicle,2024-06-13 14:58:22,경상북도 포항시 북구 죽도동
39211,129.3683029,36.03014248,vehicle,2024-06-13 14:58:35,경상북도 포항시 북구 죽도동
39212,129.3674768,36.03026455,vehicle,2024-06-13 14:59:00,경상북도 포항시 북구 죽도동 중앙로192번길 8.0
