id,longitude,latitude,classname,time,status,address
38546,129.3481025,36.01035134,pothole,2024-06-03 00:05:46,2,경상북도 포항시 남구 상도동
38618,129.3394052,36.02961096,pothole,2024-06-03 01:34:19,2,경상북도 포항시 남구 이동
38662,129.3738755,36.04326428,pothole,2024-06-03 23:01:11,2,경상북도 포항시 남구 송도동
39103,129.3782396,36.03870896,pothole,2024-06-13 13:37:34,0,경상북도 포항시 남구 송도동
39120,129.3719727,36.03398044,pothole,2024-06-13 13:58:13,1,경상북도 포항시 남구 송도동
39154,129.3750427,36.03051653,pothole,2024-06-13 14:15:34,1,경상북도 포항시 남구 송도동 송림로9번길 10.0
39238,129.3315685,36.00687564,pothole,2024-06-13 15:17:13,0,경상북도 포항시 남구 효자동
39741,129.3405525,36.01257173,pothole,2024-06-20 14:32:36,1,경상북도 포항시 남구 대잠동
39777,129.3491319,35.9998025,pothole,2024-06-24 12:42:00,2,경상북도 포항시 남구 연일읍 생지리
40218,129.3499183,36.01261219,pothole,2024-07-12 12:23:39,1,경상북도 포항시 남구 상도동
40227,129.357715,36.01387623,pothole,2024-07-12 12:27:22,0,경상북도 포항시 남구 상도동
40708,129.3492309,35.99983677,pothole,2024-07-13 07:28:17,1,경상북도 포항시 남구 연일읍 생지리
40795,129.3429752,36.01784216,pothole,2024-07-13 09:09:48,1,경상북도 포항시 남구 대잠동
40824,129.3621095,36.01719991,pothole,2024-07-13 09:45:45,2,경상북도 포항시 남구 대도동
41234,129.3343877,36.0329045,pothole,2024-07-15 12:19:15,1,경상북도 포항시 남구 이동
41330,129.359401,36.00047819,pothole,2024-07-15 16:59:40,1,경상북도 포항시 남구 연일읍 오천리 형산강남로418번길 1.0
41351,129.3511319,36.01391907,pothole,2024-07-15 17:12:32,1,경상북도 포항시 남구 상도동
41371,129.3447232,35.99669018,pothole,2024-07-15 17:37:49,0,경상북도 포항시 남구 연일읍 생지리
41386,129.3487805,35.99368521,pothole,2024-07-15 17:41:02,2,경상북도 포항시 남구 연일읍 동문리
41390,129.3471945,35.99157215,pothole,2024-07-15 17:42:08,1,경상북도 포항시 남구 연일읍 괴정리
41403,129.3439364,35.99749338,pothole,2024-07-15 17:44:32,1,경상북도 포항시 남구 연일읍 생지리
41441,129.3655734,36.02787886,pothole,2024-07-16 06:23:19,2,경상북도 포항시 남구 대도동
41599,129.3530642,35.99981858,pothole,2024-07-16 12:46:43,1,경상북도 포항시 남구 연일읍 오천리
41655,129.3824758,36.00239312,pothole,2024-07-17 07:04:18,1,경상북도 포항시 남구 동촌동
41677,129.4019487,35.99371789,pothole,2024-07-17 07:07:13,1,경상북도 포항시 남구 청림동
41700,129.3766654,36.00859525,pothole,2024-07-17 07:17:51,0,경상북도 포항시 남구 송내동
41777,129.4004018,35.9636547,pothole,2024-07-17 08:20:34,0,경상북도 포항시 남구 오천읍 문덕리
41906,129.3435275,36.02546641,pothole,2024-07-17 11:04:19,2,경상북도 포항시 남구 대잠동
41931,129.3780017,36.03746603,pothole,2024-07-17 11:22:55,1,경상북도 포항시 남구 송도동 송도해안길 80.0
41934,129.3788943,36.03599651,pothole,2024-07-17 11:23:13,2,경상북도 포항시 남구 송도동 송도해안길 80.0
41965,129.3387069,36.02968447,pothole,2024-07-17 12:23:03,0,경상북도 포항시 남구 이동
42098,129.3672428,36.01761389,pothole,2024-07-18 06:04:38,2,경상북도 포항시 남구 해도동
42332,129.3514472,36.01433828,pothole,2024-07-18 11:33:47,1,경상북도 포항시 남구 상도동
42362,129.3715045,36.0339598,pothole,2024-07-18 17:01:57,0,경상북도 포항시 남구 송도동
42727,129.3499648,36.01277653,pothole,2024-07-20 08:22:04,1,경상북도 포항시 남구 상도동
43435,129.3335963,36.03288901,pothole,2024-07-21 11:10:28,1,경상북도 포항시 남구 이동 희망대로382번길 7.0
43546,129.3627768,36.00038344,pothole,2024-07-21 17:29:03,1,경상북도 포항시 남구 연일읍 오천리
43711,129.3494597,35.99980406,pothole,2024-07-22 08:23:32,1,경상북도 포항시 남구 연일읍 생지리
43731,129.3477127,35.99142791,pothole,2024-07-26 15:43:40,2,경상북도 포항시 남구 연일읍 괴정리
44505,129.3593467,36.00050613,pothole,2024-07-28 15:57:26,1,경상북도 포항시 남구 연일읍 오천리 형산강남로418번길 1.0
44605,129.3493646,35.99983077,pothole,2024-07-29 10:46:13,0,경상북도 포항시 남구 연일읍 생지리
44703,129.3721222,36.0384549,pothole,2024-07-30 09:18:19,2,경상북도 포항시 남구 송도동
44829,129.3468891,36.01788843,pothole,2024-07-30 12:37:10,0,경상북도 포항시 남구 대잠동
45046,129.362922,36.00183251,pothole,2024-07-30 17:01:53,1,경상북도 포항시 남구 연일읍 오천리
45145,129.3390658,36.03052611,pothole,2024-07-31 08:16:09,0,경상북도 포항시 남구 이동
45330,129.3622919,35.99934064,pothole,2024-07-31 18:39:34,2,경상북도 포항시 남구 연일읍 오천리
