id,longitude,latitude,classname,time,address
38525,129.3678018,36.01131692,trash,2024-06-02 23:42:43,경상북도 포항시 남구 해도동
38530,129.3475146,36.0182256,trash,2024-06-02 23:50:45,경상북도 포항시 남구 대잠동
38547,129.3644466,36.01410845,trash,2024-06-03 00:10:16,경상북도 포항시 남구 대도동
38554,129.3629228,36.02058062,trash,2024-06-03 00:31:35,경상북도 포항시 남구 대도동
38556,129.3600078,36.01681375,trash,2024-06-03 00:33:10,경상북도 포항시 남구 대도동
38557,129.3595174,36.01616819,trash,2024-06-03 00:33:23,경상북도 포항시 남구 상도동
38620,129.3408417,36.0264495,trash,2024-06-03 01:36:24,경상북도 포항시 남구 이동
38630,129.3397132,36.02881413,trash,2024-06-03 01:44:28,경상북도 포항시 남구 이동
38647,129.3408737,36.01380366,trash,2024-06-03 02:11:38,경상북도 포항시 남구 대잠동 희망대로 614.0
38650,129.3409963,36.0204652,trash,2024-06-03 02:14:41,경상북도 포항시 남구 대잠동
38727,129.3794066,36.03636435,trash,2024-06-04 00:12:33,경상북도 포항시 남구 송도동
38733,129.3791052,36.03403542,trash,2024-06-04 00:15:06,경상북도 포항시 남구 송도동
38738,129.379784,36.03442835,trash,2024-06-04 00:19:19,경상북도 포항시 남구 송도동
38739,129.3780501,36.03368275,trash,2024-06-04 00:19:44,경상북도 포항시 남구 송도동
38740,129.3769014,36.03347464,trash,2024-06-04 00:19:57,경상북도 포항시 남구 송도동
38742,129.3740626,36.03362305,trash,2024-06-04 00:20:34,경상북도 포항시 남구 송도동
38775,129.3747441,36.02876303,trash,2024-06-04 00:47:53,경상북도 포항시 남구 해도동
38777,129.3745539,36.02928404,trash,2024-06-04 00:48:27,경상북도 포항시 남구 송도동
38788,129.3746138,36.03033349,trash,2024-06-04 01:16:40,경상북도 포항시 남구 송도동 축항로 55.0
38789,129.3743733,36.03166263,trash,2024-06-04 01:17:13,경상북도 포항시 남구 송도동
38791,129.3744886,36.03097819,trash,2024-06-04 01:19:11,경상북도 포항시 남구 송도동
38863,129.3278701,36.00675088,trash,2024-06-04 02:27:35,경상북도 포항시 남구 효자동
38900,129.3298119,36.00833703,trash,2024-06-12 01:23:04,경상북도 포항시 남구 효자동 지곡로 20.0
38903,129.3243527,36.00537965,trash,2024-06-12 01:25:18,경상북도 포항시 남구 효자동
38910,129.3346587,36.00718368,trash,2024-06-12 01:27:31,경상북도 포항시 남구 효자동
38913,129.3369089,36.00509847,trash,2024-06-12 01:29:04,경상북도 포항시 남구 효자동
38915,129.3393491,36.00546752,trash,2024-06-12 01:29:58,경상북도 포항시 남구 효자동
38919,129.3378922,36.00618156,trash,2024-06-12 01:36:57,경상북도 포항시 남구 효자동 효성로 38.0
38934,129.3050599,36.00798264,trash,2024-06-12 01:54:58,경상북도 포항시 남구 연일읍 자명리
38966,129.3648089,36.00736449,trash,2024-06-13 08:06:09,경상북도 포항시 남구 대도동 형산강북로 356.0
38992,129.3809129,36.03398668,trash,2024-06-13 08:14:31,경상북도 포항시 남구 송도동
38996,129.3739282,36.04310379,trash,2024-06-13 08:17:19,경상북도 포항시 남구 송도동
39080,129.362932,36.01006457,trash,2024-06-13 13:20:41,경상북도 포항시 남구 대도동
39086,129.3795992,36.03479108,trash,2024-06-13 13:28:23,경상북도 포항시 남구 송도동 송도해안길 36.0
39088,129.3791859,36.03538272,trash,2024-06-13 13:30:16,경상북도 포항시 남구 송도동
39100,129.3743171,36.03922363,trash,2024-06-13 13:35:44,경상북도 포항시 남구 송도동 송림로 106.0
39104,129.3792093,36.03668228,trash,2024-06-13 13:37:55,경상북도 포항시 남구 송도동
39106,129.377143,36.0335437,trash,2024-06-13 13:38:56,경상북도 포항시 남구 송도동
39108,129.3750654,36.03581723,trash,2024-06-13 13:40:14,경상북도 포항시 남구 송도동
39110,129.3746949,36.03686057,trash,2024-06-13 13:41:45,경상북도 포항시 남구 송도동
39113,129.3743866,36.03858935,trash,2024-06-13 13:49:17,경상북도 포항시 남구 송도동
39117,129.3741891,36.03361506,trash,2024-06-13 13:57:39,경상북도 포항시 남구 송도동
39151,129.3753468,36.03057079,trash,2024-06-13 14:13:01,경상북도 포항시 남구 송도동 송림로9번길 8.0
39152,129.3743744,36.0314785,trash,2024-06-13 14:13:44,경상북도 포항시 남구 송도동
39165,129.3750137,36.03153346,trash,2024-06-13 14:27:48,경상북도 포항시 남구 송도동
39166,129.3748492,36.0323285,trash,2024-06-13 14:28:08,경상북도 포항시 남구 송도동
39175,129.3707419,36.02888568,trash,2024-06-13 14:35:03,경상북도 포항시 남구 해도동
39176,129.3704736,36.02953932,trash,2024-06-13 14:35:35,경상북도 포항시 남구 해도동 축항로 19.0
