id,longitude,latitude,classname,time,status,address
38476,129.3707766,36.011752,banner,2024-06-02 22:43:22,2,경상북도 포항시 남구 해도동
38524,129.3688293,36.0219128,banner,2024-06-02 23:38:10,0,경상북도 포항시 남구 해도동
38526,129.3650239,36.01066342,banner,2024-06-02 23:43:29,1,경상북도 포항시 남구 대도동
38529,129.3443347,36.01389401,banner,2024-06-02 23:49:30,2,경상북도 포항시 남구 대잠동
38548,129.3666875,36.01686532,banner,2024-06-03 00:11:01,0,경상북도 포항시 남구 대도동
38560,129.3561243,36.01003231,banner,2024-06-03 00:34:43,2,경상북도 포항시 남구 대도동
38564,129.3456806,36.01579981,banner,2024-06-03 00:39:40,0,경상북도 포항시 남구 대잠동
38617,129.3388873,36.0305141,banner,2024-06-03 01:34:02,1,경상북도 포항시 남구 이동
38623,129.3419582,36.02598417,banner,2024-06-03 01:37:00,2,경상북도 포항시 남구 대잠동
38625,129.3421863,36.02696477,banner,2024-06-03 01:37:25,1,경상북도 포항시 남구 대잠동
38627,129.3419986,36.02650045,banner,2024-06-03 01:43:15,0,경상북도 포항시 남구 대잠동
38631,129.3382806,36.03214421,banner,2024-06-03 01:47:36,1,경상북도 포항시 남구 이동
38632,129.3357679,36.03106569,banner,2024-06-03 01:50:18,0,경상북도 포항시 남구 이동
38642,129.3289771,36.00757155,banner,2024-06-03 01:59:12,2,경상북도 포항시 남구 효자동 효자동길1번길 8.0
38646,129.3405285,36.01391225,banner,2024-06-03 02:11:34,2,경상북도 포항시 남구 대잠동
38653,129.3453606,36.02168329,banner,2024-06-03 02:16:46,1,경상북도 포항시 남구 대잠동 대이로46번길 35.0
38654,129.3445848,36.02083644,banner,2024-06-03 02:17:23,0,경상북도 포항시 남구 대잠동 대이로46번길 25.0
38725,129.3737585,36.04200281,banner,2024-06-04 00:08:11,2,경상북도 포항시 남구 송도동
38730,129.3777759,36.03351886,banner,2024-06-04 00:14:03,1,경상북도 포항시 남구 송도동
38732,129.3790677,36.03413648,banner,2024-06-04 00:15:06,1,경상북도 포항시 남구 송도동
38735,129.3800229,36.03391067,banner,2024-06-04 00:16:04,2,경상북도 포항시 남구 송도동
38737,129.3796003,36.03491379,banner,2024-06-04 00:18:54,0,경상북도 포항시 남구 송도동 송도해안길 36.0
38782,129.3762724,36.02972713,banner,2024-06-04 01:14:26,0,경상북도 포항시 남구 송도동
38783,129.3747835,36.02952025,banner,2024-06-04 01:14:43,2,경상북도 포항시 남구 송도동
38785,129.374362,36.03132996,banner,2024-06-04 01:16:11,0,경상북도 포항시 남구 송도동
